Source,Scraped,Headline,Link
SMH,2020/01/02,Ironing any part of a coconut is not recommended,https://www.smh.com.au/national/nsw/ironing-any-part-of-a-coconut-is-not-recommended-20200102-p53o9e.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/02,People are looking for someone to blame and right now the PM's in their sights,https://www.smh.com.au/national/people-are-looking-for-someone-to-blame-and-right-now-the-pm-s-their-sights-20200102-p53obw.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/02,Magic Mallacoota will bounce back from tragedy,https://www.smh.com.au/national/victoria/magic-mallacoota-will-bounce-back-from-tragedy-20200102-p53obl.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
ABC,2020/01/03,Would you be prepared to be turned into compost when you die?,https://www.abc.net.au/news/2020-01-03/eco-friendly-burial-how-do-they-stack-up-australia/11817306
ABC,2020/01/03,We spoke to Black Saturday firefighters after 10 years and they had a simple message,https://www.abc.net.au/news/2020-01-03/black-saturday-firefighters-dont-want-to-be-called-heroes/11837478
The Guardian,2020/01/02,As a Young Liberal I know it's time to stop turning climate change into a culture war | Chaneg Torres,https://www.theguardian.com/commentisfree/2020/jan/02/as-a-young-liberal-i-know-its-time-to-stop-turning-climate-change-into-a-culture-war
The Guardian,2020/01/02,'There is no limit': how scholarships and work experience are changing Indigenous lives | Hannah McCleary for IndigneousX,https://www.theguardian.com/commentisfree/2020/jan/02/there-is-no-limit-how-scholarships-and-work-experience-are-changing-indigenous-lives
The Guardian,2020/01/02,Intermittent fasting is incredibly popular. But is it any better than other diets? | Gideon Meyerowitz-Katz,https://www.theguardian.com/commentisfree/2020/jan/02/intermittent-fasting-is-incredibly-popular-but-is-it-any-better-than-other-diets
The Conversation,2020/01/01,"Swearing in public is still illegal, but you probably won’t be charged if you’re white",http://theconversation.com/swearing-in-public-is-still-illegal-but-you-probably-wont-be-charged-if-youre-white-127512
The Conversation,2020/01/01,"'I can still picture the faces': Black Saturday firefighters want you to listen to them, not call them 'heroes'",http://theconversation.com/i-can-still-picture-the-faces-black-saturday-firefighters-want-you-to-listen-to-them-not-call-them-heroes-128632
SMH,2020/01/04,Stop watching and just act,https://www.smh.com.au/national/nsw/stop-watching-and-just-act-20200103-p53oiz.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/04,'I have felt very useful': why the elderly are the forefront of the fire volunteers,https://www.smh.com.au/national/i-have-felt-very-useful-why-the-elderly-are-the-forefront-of-the-fire-volunteers-20200103-p53oj8.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/04,"Fires rage and burn while Sydney, oblivious, parties on",https://www.smh.com.au/national/fires-rage-and-burn-while-sydney-oblivious-parties-on-20200102-p53ob6.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/03,It was the decade we turned inward and away from others,https://www.smh.com.au/national/it-was-the-decade-we-turned-inward-and-away-from-others-20200102-p53o9w.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/03,Mallacoota: this is what climate change looks like,https://www.smh.com.au/national/victoria/mallacoota-this-is-what-climate-change-looks-like-20200102-p53oe4.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
ABC,2020/01/04,The perplexing failures of Scott Morrison in the face of a predictable catastrophe,https://www.abc.net.au/news/2020-01-04/bushfires-climate-change-scott-morrison-perplexing-failures/11839770
The Guardian,2020/01/03,We are seeing the very worst of our scientific predictions come to pass in these bushfires | Joëlle Gergis,https://www.theguardian.com/commentisfree/2020/jan/03/we-are-seeing-the-very-worst-of-our-scientific-predictions-come-to-pass-in-these-bushfires
The Guardian,2020/01/03,"I've always voted Liberal, but after sheltering my family on a beach I cannot support this government | Angus McFarlane",https://www.theguardian.com/commentisfree/2020/jan/03/ive-always-voted-liberal-but-after-sheltering-my-family-on-a-beach-i-cannot-support-this-government
The Guardian,2020/01/02,"Don’t dismiss our anger in Cobargo Scott Morrison, we are the ones living through a crisis | Zena Armstrong and Peter Logue",https://www.theguardian.com/commentisfree/2020/jan/03/dont-dismiss-our-anger-in-cobargo-scott-morrison-we-are-the-ones-living-through-a-crisis
The Guardian,2020/01/02,Don’t use your friend’s toothbrush: how to be a houseguest without blowing up the friendship | Brigid Delaney,https://www.theguardian.com/commentisfree/2020/jan/03/dont-use-your-friends-toothbrush-how-to-be-a-houseguest-without-blowing-up-the-friendship
Inside Story,2020/01/04,The summer Scott Morrison’s leadership broke,https://insidestory.org.au/the-summer-that-scott-morrisons-leadership-broke
Inside Story,2020/01/04,The Brexit blame game,https://insidestory.org.au/the-brexit-blame-game
The Monthly,2020/01/04,The prevention state: Part one,https://www.themonthly.com.au/issue/2019/december/1576799698/kate-wild/prevention-state-part-one
The Conversation,2020/01/02,The Voice to Parliament isn't a new idea - Indigenous activists called for it nearly a century ago,http://theconversation.com/the-voice-to-parliament-isnt-a-new-idea-indigenous-activists-called-for-it-nearly-a-century-ago-122272
SMH,2020/01/05,Let us celebrate Indigenous Australians' difficult journey this Australia Day,https://www.smh.com.au/national/let-us-celebrate-indigenous-australians-difficult-journey-this-australia-day-20200103-p53ono.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/05,Scott Morrison's leadership style: it's just not cricket,https://www.smh.com.au/national/scott-morrison-s-leadership-style-it-s-just-not-cricket-20200103-p53oly.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/05,Never again should we hesitate: the climate emergency is here,https://www.smh.com.au/national/never-again-should-we-hesitate-the-climate-emergency-is-here-20200102-p53ofh.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/05,Kean's green dream gives a sliver of hope,https://www.smh.com.au/national/nsw/kean-s-green-dream-gives-a-sliver-of-hope-20200101-p53o56.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/05,Everyday objects become sacred reminders of family and faith,https://www.smh.com.au/national/everyday-objects-become-sacred-reminders-of-family-and-faith-20191126-p53ec9.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/04,What's an 'emergency'? It depends who you ask,https://www.smh.com.au/national/what-s-an-emergency-it-depends-who-you-ask-20200101-p53o5m.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/04,The lessons of Black Saturday are being ignored,https://www.smh.com.au/national/victoria/the-lessons-of-black-saturday-are-being-ignored-20200103-p53onu.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/04,Let’s make the 2020s the decade that Australia gets its mojo back,https://www.smh.com.au/national/let-s-make-the-2020s-the-decade-that-australia-gets-its-mojo-back-20200101-p53o3j.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/04,The Rechabite reboot: Arts guru launches Northbridge entertainment hub,https://www.smh.com.au/national/western-australia/the-rechabite-reboot-arts-guru-launches-northbridge-entertainment-hub-20200104-p53os0.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
ABC,2020/01/05,I worried about guns when my kids went to a US school. But the truth was much more surprising,https://www.abc.net.au/news/2020-01-05/moving-to-the-us-better-education-system-funding/11837168
SMH,2020/01/06,"ProMo, a national disaster is not marketing fodder",https://www.smh.com.au/national/nsw/promo-a-national-disaster-is-not-marketing-fodder-20200105-p53ox6.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/06,Bold decision puts ADF specialists to work,https://www.smh.com.au/national/bold-decision-puts-adf-specialists-to-work-20200105-p53oyo.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/06,Trivialising politics has helped fashion a trivial Prime Minister,https://www.smh.com.au/national/trivialising-politics-has-helped-fashion-a-trivial-prime-minister-20200105-p53owj.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/06,In praise of 'super-talented weirdos',https://www.smh.com.au/national/in-praise-of-super-talented-weirdos-20200105-p53oyr.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/06,"In the Herald: January 6, 1975",https://www.smh.com.au/national/nsw/in-the-herald-january-6-1975-20191218-p53l6v.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/05,Lawyer X fiasco leaves Victoria's rule of law in a shabby place,https://www.smh.com.au/national/victoria/lawyer-x-fiasco-leaves-victoria-s-rule-of-law-in-a-shabby-place-20200102-p53o9r.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/05,Thank God for Australia's army of 'ordinary people',https://www.smh.com.au/national/victoria/thank-god-for-australia-s-army-of-ordinary-people-20200101-p53o4k.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/05,More than just a drink with jam and bread,https://www.smh.com.au/national/nsw/more-than-just-a-drink-with-jam-and-bread-20200103-p53oir.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/05,Richard Glover: love and respect shine though in a time of crisis,https://www.smh.com.au/national/richard-glover-love-and-respect-shine-though-in-a-time-of-crisis-20200105-p53ozg.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
ABC,2020/01/06,Top CEOs take home $20 million salaries. Are companies paying too much?,https://www.abc.net.au/news/2020-01-06/how-chief-executive-pay-defies-pricing-theory/11819564
ABC,2020/01/05,"This has not been Morrison's finest moment, to put it mildly",https://www.abc.net.au/news/2020-01-05/fire-response-puts-focus-on-scott-morrison-political-judgement/11841152
The Conversation,2020/01/05,"Pornography has deeply troubling effects on young people, but there are ways we can minimise the harm",http://theconversation.com/pornography-has-deeply-troubling-effects-on-young-people-but-there-are-ways-we-can-minimise-the-harm-127319
SMH,2020/01/07,Inquiry must probe savage cuts to national parks budget,https://www.smh.com.au/national/nsw/inquiry-must-probe-savage-cuts-to-national-parks-budget-20200106-p53p4p.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/07,"In the Herald: January 7, 1930",https://www.smh.com.au/national/nsw/in-the-herald-january-7-1930-20191218-p53l73.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/06,"Twenny twenny, when stinkbugs feel the heat",https://www.smh.com.au/national/nsw/twenny-twenny-when-stinkbugs-feel-the-heat-20200106-p53p44.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/06,Apocalypse Nowra and beyond: a different sort of summer wave,https://www.smh.com.au/national/nsw/apocalypse-nowra-and-beyond-a-different-sort-of-summer-wave-20200106-p53p8p.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/06,Iran has brought down an American president before,https://www.smh.com.au/national/iran-has-brought-down-an-american-president-before-20200106-p53p42.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/06,Social media: the bushfire bush telegraph,https://www.smh.com.au/national/social-media-the-bushfire-bush-telegraph-20200106-p53p6p.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/06,'Nature has spoken and she is furious': On the beach in Mallacoota,https://www.smh.com.au/national/koalas-shrieked-as-they-burnt-on-the-beach-in-mallacoota-20200106-p53p4a.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
ABC,2020/01/06,"Limbani has 650,000 Instagram followers — and primatologists are concerned",https://www.abc.net.au/news/2020-01-06/think-twice-before-you-share-cute-photos-of-animals/11817478
The Guardian,2020/01/06,"The government response to the bushfire crisis has been evasive, tepid, tone-deaf and above all, too late | Kevin Rudd",https://www.theguardian.com/commentisfree/2020/jan/06/the-government-response-to-the-bushfire-crisis-has-been-evasive-tepid-tone-deaf-and-above-all-too-late
The Guardian,2020/01/05,"For First Nations people the bushfires bring a particular grief, burning what makes us who we are | Lorena Allam",https://www.theguardian.com/commentisfree/2020/jan/06/for-first-nations-people-the-bushfires-bring-a-particular-grief-burning-what-makes-us-who-we-are
The Conversation,2020/01/06,Listen to your people Scott Morrison: the bushfires demand a climate policy reboot,http://theconversation.com/listen-to-your-people-scott-morrison-the-bushfires-demand-a-climate-policy-reboot-129348
SMH,2020/01/08,"In the Herald: January 8, 1981",https://www.smh.com.au/national/nsw/in-the-herald-january-8-1981-20191218-p53l7l.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/07,How to help those affected by the fires,https://www.smh.com.au/national/how-to-help-those-affected-by-the-fires-20200106-p53p73.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/07,"Good policy making is a game of inches, not kneejerk reactions",https://www.smh.com.au/national/good-policy-making-is-a-game-of-inches-not-kneejerk-reactions-20200107-p53ph5.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/07,No brainers no more for he slept with both his feet,https://www.smh.com.au/national/nsw/no-brainers-no-more-for-he-slept-with-both-his-feet-20200107-p53pgr.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/07,Political costs for the Prime Minister will continue to weigh heavily,https://www.smh.com.au/national/political-costs-for-the-prime-minister-will-continue-to-weigh-heavily-20200107-p53pgf.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/07,What Australia could look like in 2050,https://www.smh.com.au/national/what-australia-could-look-like-in-2050-20200107-p53phg.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/07,Chaos in Conjola: The firefighter and his family who lost their home,https://www.smh.com.au/national/chaos-in-conjola-the-firefighter-and-his-family-who-lost-their-home-20200107-p53pgk.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
ABC,2020/01/07,World War III? A look around the world tells us it might already be here,https://www.abc.net.au/news/2020-01-07/world-war-3-qassem-soleimani-trump-us-and-iran/11841254
ABC,2020/01/07,"'We wound up with a $700,000 mortgage': Our reliance on house insurance in disasters can be costly",https://www.abc.net.au/news/2020-01-07/crisis-of-underinsurance-threatens-to-scar-rural-australia/11844992
ABC,2020/01/07,There's a larger epidemic than obesity and we're not certain what's causing it,https://www.abc.net.au/news/2020-01-07/short-sightedness-in-kids-was-rising-long-before-smartphones/11844948
Pursuit,2020/01/08,Abuse in sport: bad apples or bad barrels? ,https://pursuit.unimelb.edu.au/articles/abuse-in-sport-bad-apples-or-bad-barrels
The Monthly,2020/01/08,The prevention state: Part two,https://www.themonthly.com.au/issue/2019/december/1576814251/kate-wild/prevention-state-part-two
The Conversation,2020/01/07,Scott Morrison's biggest failure in the bushfire crisis: an inability to deliver collective action,http://theconversation.com/scott-morrisons-biggest-failure-in-the-bushfire-crisis-an-inability-to-deliver-collective-action-129437
The Conversation,2020/01/07,"How to donate to Australian bushfire relief: give money, watch for scams and think long term",http://theconversation.com/how-to-donate-to-australian-bushfire-relief-give-money-watch-for-scams-and-think-long-term-129445
The Conversation,2020/01/07,"Iran vows revenge for Soleimani's killing, but here's why it won't seek direct confrontation with the US",http://theconversation.com/iran-vows-revenge-for-soleimanis-killing-but-heres-why-it-wont-seek-direct-confrontation-with-the-us-129440
SMH,2020/01/09,A national bushfire inquiry? Be careful what you wish for,https://www.smh.com.au/national/a-national-bushfire-inquiry-be-careful-what-you-wish-for-20200108-p53pse.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/09,The business case against coal,https://www.smh.com.au/national/the-business-case-against-coal-20200108-p53ps7.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/09,US is asking its allies to walk a treacherous path,https://www.smh.com.au/national/nsw/us-is-asking-its-allies-to-walk-a-treacherous-path-20200108-p53prb.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/09,"In the Herald: January 9, 1926",https://www.smh.com.au/national/nsw/in-the-herald-january-9-1926-20191218-p53l7t.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/08,The strain of drinking an unlikely brew,https://www.smh.com.au/national/nsw/the-strain-of-drinking-an-unlikely-brew-20200108-p53ppy.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/08,A firefighter’s thank you to the 'real heroes' at the front,https://www.smh.com.au/national/victoria/a-firefighter-s-thank-you-to-the-real-heroes-at-the-front-20200103-p53olg.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/08,"We, the media, must take some of the blame as Australia burns",https://www.smh.com.au/national/queensland/we-the-media-must-take-some-of-the-blame-as-australia-burns-20200106-p53pc3.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
ABC,2020/01/09,Trump's big gamble banks on his enemy being a bigger problem alive than dead,https://www.abc.net.au/news/2020-01-09/ending-irans-regional-ransom-tehran-united-states/11852446
ABC,2020/01/08,There's something unusual in Morrison's response to Iran's airstrike,https://www.abc.net.au/news/2020-01-08/morrison-iran-us-airstrike-qassem-soleimani-response/11852978
ABC,2020/01/08,I've watched real-time lethal drone strikes. This is how an attack plays out,https://www.abc.net.au/news/2020-01-08/qassem-soleimani-drone-attack-this-is-how-reaper-airstrike/11852740
ABC,2020/01/08,Trump knew Iran would retaliate for Soleimani's killing — here's why he did it anyway,https://www.abc.net.au/news/2020-01-08/why-donald-trump-provoked-iran-into-striking-us-troops/11850656
ABC,2020/01/08,We've built the battery of the future out of a common element,https://www.abc.net.au/news/2020-01-08/lithium-sulfur-battery-greener-cheaper-and-more-efficient/11849590
Inside Story,2020/01/09,Outside the comfort zone,https://insidestory.org.au/outside-the-comfort-zone
The Conversation,2020/01/08,"How should leaders respond to disasters? Be visible, offer real comfort – and don't force handshakes",http://theconversation.com/how-should-leaders-respond-to-disasters-be-visible-offer-real-comfort-and-dont-force-handshakes-129444
SMH,2020/01/10,One desal plant not enough to cope with booming population,https://www.smh.com.au/national/nsw/one-desal-plant-not-enough-to-cope-with-booming-population-20200109-p53q0b.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/10,Can a damaged PM rise from the ashes?,https://www.smh.com.au/national/can-a-damaged-pm-rise-from-the-ashes-20200109-p53q6r.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/10,"Hey boss, a four-day week could be good for business. Just ask a working mother",https://www.smh.com.au/national/hey-boss-a-four-day-week-could-be-good-for-business-just-ask-a-working-mother-20200109-p53q4g.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/10,"In the Herald: January 10, 1997",https://www.smh.com.au/national/nsw/in-the-herald-january-10-1997-20200106-p53p9b.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/09,Stinkbugging as an extreme sport,https://www.smh.com.au/national/nsw/stinkbugging-as-an-extreme-sport-20200109-p53q0i.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/09,Obsolete technology is blinding the Rural Fire Service,https://www.smh.com.au/national/obsolete-technology-is-blinding-the-rural-fire-service-20200108-p53pps.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/09,Redland Hospital fiasco deserves greater attention – and condemnation,https://www.smh.com.au/national/queensland/redland-hospital-fiasco-deserves-greater-attention-and-condemnation-20200109-p53q2t.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
ABC,2020/01/09,Two lessons from the Iraq War point to the consequences of Trump's shock move,https://www.abc.net.au/news/2020-01-09/what-impact-will-us-and-iran-tensions-have-on-australia/11853078
ABC,2020/01/09,Harry and Meghan's move pushes Royals into uncharted waters,https://www.abc.net.au/news/2020-01-09/harry-and-meghan-royal-family-in-uncharted-territory/11854294
ABC,2020/01/09,Is 2020 the year Tasmania's 'forest peace' comes to an end?,https://www.abc.net.au/news/2020-01-09/tasmania-to-refocus-on-forestry-in-2020/11844326
ABC,2020/01/09,Trump spoke for 10 minutes while the world watched. But 10 words tell us all we need to know about what might come next,https://www.abc.net.au/news/2020-01-09/donald-trumps-iran-speech-leaves-us-allies-with-a-tough-decision/11854030
The Guardian,2020/01/09,Harry and Meghan's break for the border is a reminder many would like to divorce their family | Brigid Delaney,https://www.theguardian.com/commentisfree/2020/jan/09/harry-and-meghans-break-for-the-border-is-a-reminder-many-would-like-to-divorce-their-family
The Guardian,2020/01/09,"When it comes to emissions, the 'too small to matter' argument is absurd, reckless and morally bankrupt | Simon Holmes a Court",https://www.theguardian.com/australia-news/2020/jan/09/when-it-comes-to-emissions-the-too-small-to-matter-argument-is-absurd-reckless-and-morally-bankrupt
The Guardian,2020/01/08,Tourism is the lifeblood of the south coast. Will we recover before the next bushfire crisis? | Mark Healey,https://www.theguardian.com/australia-news/2020/jan/08/tourism-is-the-lifeblood-of-nsws-south-coast-will-we-recover-before-the-next-bushfire-crisis
The Guardian,2020/01/08,"Australia, where lies and conspiracy theories spread like bushfire | Van Badham",https://www.theguardian.com/australia-news/2020/jan/08/australia-where-lies-and-conspiracy-theories-spread-like-bushfire
The Guardian,2020/01/07,Should fossil fuels pay for Australia's new bushfire reality? It is the industry most responsible | Amanda Cahill,https://www.theguardian.com/australia-news/2020/jan/07/should-fossil-fuels-pay-for-australias-new-bushfire-reality-it-is-the-industry-most-responsible
The Monthly,2020/01/10,A national disaster,https://www.themonthly.com.au/blog/nick-feik/2020/07/2020/1578372000/national-disaster
The Conversation,2020/01/09,"Watching our politicians fumble through the bushfire crisis, I'm overwhelmed by déjà vu",http://theconversation.com/watching-our-politicians-fumble-through-the-bushfire-crisis-im-overwhelmed-by-deja-vu-129338
The Conversation,2020/01/09,"Iran and US step back from all-out war, giving Trump a win (for now)",http://theconversation.com/iran-and-us-step-back-from-all-out-war-giving-trump-a-win-for-now-129615
SMH,2020/01/11,Heroes and villains revealed,https://www.smh.com.au/national/nsw/heroes-and-villains-revealed-20200110-p53qb8.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/11,Class actions against negligent governments? It's a burning issue,https://www.smh.com.au/national/class-actions-against-negligent-governments-it-s-a-burning-issue-20200109-p53q1h.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/10,Royals reeling from another American revolution,https://www.smh.com.au/national/royals-reeling-from-another-american-revolution-20200110-p53qgn.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/10,Why are Australian forces still in Iraq?,https://www.smh.com.au/national/why-are-australian-forces-still-in-iraq-20200108-p53pqt.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/10,'Gauche and graceless': When did a selfless act become a selfie?,https://www.smh.com.au/national/western-australia/gauche-and-graceless-when-did-a-selfless-act-become-a-selfie-20200109-p53q53.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
ABC,2020/01/11,"As Australia burns, you get the sense Morrison is rattling off an alibi",https://www.abc.net.au/news/2020-01-11/australia-bushfire-crisis-just-dont-mention-climate-change/11857590
The Guardian,2020/01/10,Being pregnant in a climate emergency was an existential challenge. Miscarriage has brought a new grief | Gemma Carey,https://www.theguardian.com/commentisfree/2020/jan/10/being-pregnant-in-a-climate-emergency-was-an-existential-challenge-miscarriage-has-brought-a-new-grief
Pursuit,2020/01/11,Dissecting disruption,https://pursuit.unimelb.edu.au/articles/dissecting-disruption
The Conversation,2020/01/10,What investigators should be looking for in the Iran plane crash: an expert explains,http://theconversation.com/what-investigators-should-be-looking-for-in-the-iran-plane-crash-an-expert-explains-129689
SMH,2020/01/12,Still kicking goals after hanging up the boots,https://www.smh.com.au/national/nsw/still-kicking-goals-after-hanging-up-the-boots-20200105-p53ozr.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/12,"From the ashes, a new national day to capture our true grit",https://www.smh.com.au/national/from-the-ashes-a-new-national-day-to-capture-our-true-grit-20200110-p53qcl.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/12,Pray for strength to face the future with courage,https://www.smh.com.au/opinion/pray-for-strength-to-face-the-future-with-courage-20200109-p53q6b.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
SMH,2020/01/11,Humility and common decency is what our nation needs most,https://www.smh.com.au/national/victoria/humility-and-common-decency-is-what-our-nation-needs-most-20200109-p53q42.html?ref=rss&utm_medium=rss&utm_source=rss_opinion
